Tanggal,Curah_Hujan_mm,Suhu_Rata_C,Nama Provinsi,Tahun,Bulan
2023-06-15,3.4,22.7,Jawa Barat,2023,Juni
2023-06-16,18.3,21.7,Jawa Barat,2023,Juni
2023-06-17,0.9,23.1,Jawa Barat,2023,Juni
2023-06-18,1.6,22.7,Jawa Barat,2023,Juni
2023-06-19,5.9,21.8,Jawa Barat,2023,Juni
2023-06-20,1.1,22.2,Jawa Barat,2023,Juni
2023-06-21,0.6,23.0,Jawa Barat,2023,Juni
2023-06-22,0.2,23.6,Jawa Barat,2023,Juni
2023-06-23,0.0,23.1,Jawa Barat,2023,Juni
2023-06-24,0.4,22.7,Jawa Barat,2023,Juni
2023-06-25,0.2,23.2,Jawa Barat,2023,Juni
2023-06-26,0.0,22.3,Jawa Barat,2023,Juni
2023-06-27,0.0,22.8,Jawa Barat,2023,Juni
2023-06-28,0.6,22.8,Jawa Barat,2023,Juni
2023-06-29,0.0,23.2,Jawa Barat,2023,Juni
2023-06-30,0.0,23.1,Jawa Barat,2023,Juni
2023-07-01,0.0,23.0,Jawa Barat,2023,Juli
2023-07-02,0.0,22.9,Jawa Barat,2023,Juli
2023-07-03,0.8,22.9,Jawa Barat,2023,Juli
2023-07-04,8.1,22.8,Jawa Barat,2023,Juli
2023-07-05,2.9,22.7,Jawa Barat,2023,Juli
2023-07-06,14.1,21.7,Jawa Barat,2023,Juli
2023-07-07,8.3,21.6,Jawa Barat,2023,Juli
2023-07-08,17.6,22.1,Jawa Barat,2023,Juli
2023-07-09,2.4,22.3,Jawa Barat,2023,Juli
2023-07-10,3.0,21.6,Jawa Barat,2023,Juli
2023-07-11,0.4,21.7,Jawa Barat,2023,Juli
2023-07-12,0.0,21.8,Jawa Barat,2023,Juli
2023-07-13,0.0,21.8,Jawa Barat,2023,Juli
2023-07-14,0.9,22.3,Jawa Barat,2023,Juli
2023-07-15,0.5,22.8,Jawa Barat,2023,Juli
2023-07-16,0.0,22.3,Jawa Barat,2023,Juli
2023-07-17,0.0,21.6,Jawa Barat,2023,Juli
2023-07-18,0.0,21.4,Jawa Barat,2023,Juli
2023-07-19,0.0,21.2,Jawa Barat,2023,Juli
2023-07-20,0.0,21.2,Jawa Barat,2023,Juli
2023-07-21,0.0,21.6,Jawa Barat,2023,Juli
2023-07-22,0.8,22.2,Jawa Barat,2023,Juli
2023-07-23,0.0,22.8,Jawa Barat,2023,Juli
2023-07-24,0.4,22.5,Jawa Barat,2023,Juli
2023-07-25,4.1,21.8,Jawa Barat,2023,Juli
2023-07-26,0.0,22.4,Jawa Barat,2023,Juli
2023-07-27,0.0,22.1,Jawa Barat,2023,Juli
2023-07-28,0.0,21.9,Jawa Barat,2023,Juli
2023-07-29,0.0,21.6,Jawa Barat,2023,Juli
2023-07-30,0.0,21.2,Jawa Barat,2023,Juli
2023-07-31,0.0,21.4,Jawa Barat,2023,Juli
2023-08-01,0.0,22.0,Jawa Barat,2023,Agustus
2023-08-02,8.0,22.3,Jawa Barat,2023,Agustus
2023-08-03,4.1,22.9,Jawa Barat,2023,Agustus
2023-08-04,0.0,23.1,Jawa Barat,2023,Agustus
2023-08-05,0.0,22.5,Jawa Barat,2023,Agustus
2023-08-06,1.0,22.2,Jawa Barat,2023,Agustus
2023-08-07,0.9,22.1,Jawa Barat,2023,Agustus
2023-08-08,0.0,22.8,Jawa Barat,2023,Agustus
2023-08-09,0.0,23.1,Jawa Barat,2023,Agustus
2023-08-10,0.0,22.8,Jawa Barat,2023,Agustus
2023-08-11,0.0,22.4,Jawa Barat,2023,Agustus
2023-08-12,0.0,21.5,Jawa Barat,2023,Agustus
2023-08-13,0.0,22.1,Jawa Barat,2023,Agustus
2023-08-14,0.0,22.0,Jawa Barat,2023,Agustus
2023-08-15,0.0,22.2,Jawa Barat,2023,Agustus
2023-08-16,0.0,22.9,Jawa Barat,2023,Agustus
2023-08-17,0.0,22.5,Jawa Barat,2023,Agustus
2023-08-18,0.2,22.7,Jawa Barat,2023,Agustus
2023-08-19,0.0,23.2,Jawa Barat,2023,Agustus
2023-08-20,0.0,23.5,Jawa Barat,2023,Agustus
2023-08-21,0.0,22.9,Jawa Barat,2023,Agustus
2023-08-22,0.0,22.3,Jawa Barat,2023,Agustus
2023-08-23,3.8,22.4,Jawa Barat,2023,Agustus
2023-08-24,0.7,23.4,Jawa Barat,2023,Agustus
2023-08-25,0.0,23.9,Jawa Barat,2023,Agustus
2023-08-26,0.0,23.7,Jawa Barat,2023,Agustus
2023-08-27,0.5,23.2,Jawa Barat,2023,Agustus
2023-08-28,3.0,22.1,Jawa Barat,2023,Agustus
2023-08-29,0.2,23.6,Jawa Barat,2023,Agustus
2023-08-30,0.0,23.4,Jawa Barat,2023,Agustus
2023-08-31,0.0,23.0,Jawa Barat,2023,Agustus
2023-09-01,0.0,23.3,Jawa Barat,2023,September
2023-09-02,0.0,22.6,Jawa Barat,2023,September
2023-09-03,0.0,22.6,Jawa Barat,2023,September
2023-09-04,0.0,22.0,Jawa Barat,2023,September
2023-09-05,0.0,22.7,Jawa Barat,2023,September
2023-09-06,0.0,22.7,Jawa Barat,2023,September
2023-09-07,1.8,23.6,Jawa Barat,2023,September
2023-09-08,0.6,24.2,Jawa Barat,2023,September
2023-09-09,0.8,23.4,Jawa Barat,2023,September
2023-09-10,0.0,24.2,Jawa Barat,2023,September
2023-09-11,0.0,23.8,Jawa Barat,2023,September
2023-09-12,0.0,24.2,Jawa Barat,2023,September
2023-09-13,0.0,23.0,Jawa Barat,2023,September
2023-09-14,0.1,22.3,Jawa Barat,2023,September
2023-09-15,0.0,23.0,Jawa Barat,2023,September
2023-09-16,2.7,22.9,Jawa Barat,2023,September
2023-09-17,1.9,23.6,Jawa Barat,2023,September
2023-09-18,0.1,24.1,Jawa Barat,2023,September
2023-09-19,0.8,23.6,Jawa Barat,2023,September
2023-09-20,4.0,23.7,Jawa Barat,2023,September
2023-09-21,0.0,24.1,Jawa Barat,2023,September
2023-09-22,0.0,23.1,Jawa Barat,2023,September
2023-09-23,0.0,23.2,Jawa Barat,2023,September
2023-09-24,0.0,23.8,Jawa Barat,2023,September
2023-09-25,1.0,23.7,Jawa Barat,2023,September
2023-09-26,0.0,23.7,Jawa Barat,2023,September
2023-09-27,0.0,23.8,Jawa Barat,2023,September
2023-09-28,0.0,24.7,Jawa Barat,2023,September
2023-09-29,0.0,25.3,Jawa Barat,2023,September
2023-09-30,0.0,24.9,Jawa Barat,2023,September
2023-10-01,0.0,24.2,Jawa Barat,2023,Oktober
2023-10-02,0.0,23.9,Jawa Barat,2023,Oktober
2023-10-03,0.7,24.4,Jawa Barat,2023,Oktober
2023-10-04,1.0,24.3,Jawa Barat,2023,Oktober
2023-10-05,1.6,24.8,Jawa Barat,2023,Oktober
2023-10-06,1.0,24.8,Jawa Barat,2023,Oktober
2023-10-07,0.1,25.1,Jawa Barat,2023,Oktober
2023-10-08,3.2,25.5,Jawa Barat,2023,Oktober
2023-10-09,2.9,24.7,Jawa Barat,2023,Oktober
2023-10-10,3.3,24.0,Jawa Barat,2023,Oktober
2023-10-11,0.0,24.7,Jawa Barat,2023,Oktober
2023-10-12,0.0,24.9,Jawa Barat,2023,Oktober
2023-10-13,0.0,25.2,Jawa Barat,2023,Oktober
2023-10-14,0.0,25.3,Jawa Barat,2023,Oktober
2023-10-15,1.0,25.1,Jawa Barat,2023,Oktober
2023-10-16,0.2,25.2,Jawa Barat,2023,Oktober
2023-10-17,0.8,25.7,Jawa Barat,2023,Oktober
2023-10-18,0.0,25.9,Jawa Barat,2023,Oktober
2023-10-19,0.0,25.1,Jawa Barat,2023,Oktober
2023-10-20,4.4,24.7,Jawa Barat,2023,Oktober
2023-10-21,3.6,24.7,Jawa Barat,2023,Oktober
2023-10-22,0.7,24.4,Jawa Barat,2023,Oktober
2023-10-23,0.1,24.5,Jawa Barat,2023,Oktober
2023-10-24,10.1,23.9,Jawa Barat,2023,Oktober
2023-10-25,0.8,24.2,Jawa Barat,2023,Oktober
2023-10-26,0.2,25.2,Jawa Barat,2023,Oktober
2023-10-27,0.0,25.7,Jawa Barat,2023,Oktober
2023-10-28,0.0,25.7,Jawa Barat,2023,Oktober
2023-10-29,0.1,25.3,Jawa Barat,2023,Oktober
2023-10-30,0.2,25.4,Jawa Barat,2023,Oktober
2023-10-31,0.5,25.3,Jawa Barat,2023,Oktober
2023-11-01,8.2,24.7,Jawa Barat,2023,November
2023-11-02,2.1,24.6,Jawa Barat,2023,November
2023-11-03,4.8,24.0,Jawa Barat,2023,November
2023-11-04,2.1,23.7,Jawa Barat,2023,November
2023-11-05,2.8,23.5,Jawa Barat,2023,November
2023-11-06,0.8,25.0,Jawa Barat,2023,November
2023-11-07,0.7,25.6,Jawa Barat,2023,November
2023-11-08,0.2,25.8,Jawa Barat,2023,November
2023-11-09,0.6,25.3,Jawa Barat,2023,November
2023-11-10,0.0,25.2,Jawa Barat,2023,November
2023-11-11,19.7,23.8,Jawa Barat,2023,November
2023-11-12,30.7,23.5,Jawa Barat,2023,November
2023-11-13,2.8,24.1,Jawa Barat,2023,November
2023-11-14,8.9,23.6,Jawa Barat,2023,November
2023-11-15,1.8,24.1,Jawa Barat,2023,November
2023-11-16,9.0,23.2,Jawa Barat,2023,November
2023-11-17,0.5,24.1,Jawa Barat,2023,November
2023-11-18,0.4,24.8,Jawa Barat,2023,November
2023-11-19,0.0,24.3,Jawa Barat,2023,November
2023-11-20,0.9,24.4,Jawa Barat,2023,November
2023-11-21,7.4,23.7,Jawa Barat,2023,November
2023-11-22,16.2,23.7,Jawa Barat,2023,November
2023-11-23,15.8,23.7,Jawa Barat,2023,November
2023-11-24,6.8,23.2,Jawa Barat,2023,November
2023-11-25,7.6,22.8,Jawa Barat,2023,November
2023-11-26,3.4,23.1,Jawa Barat,2023,November
2023-11-27,5.4,22.8,Jawa Barat,2023,November
2023-11-28,12.8,22.8,Jawa Barat,2023,November
2023-11-29,7.2,23.6,Jawa Barat,2023,November
2023-11-30,41.0,22.6,Jawa Barat,2023,November
2023-12-01,12.7,22.2,Jawa Barat,2023,Desember
2023-12-02,2.5,23.6,Jawa Barat,2023,Desember
2023-12-03,15.7,22.7,Jawa Barat,2023,Desember
2023-12-04,6.9,22.2,Jawa Barat,2023,Desember
2023-12-05,3.1,23.7,Jawa Barat,2023,Desember
2023-12-06,10.9,22.8,Jawa Barat,2023,Desember
2023-12-07,0.1,23.9,Jawa Barat,2023,Desember
2023-12-08,1.9,23.5,Jawa Barat,2023,Desember
2023-12-09,2.3,23.2,Jawa Barat,2023,Desember
2023-12-10,15.0,23.1,Jawa Barat,2023,Desember
2023-12-11,1.0,23.3,Jawa Barat,2023,Desember
2023-12-12,0.9,23.3,Jawa Barat,2023,Desember
2023-12-13,0.1,24.1,Jawa Barat,2023,Desember
2023-12-14,2.3,23.5,Jawa Barat,2023,Desember
2023-12-15,0.0,24.4,Jawa Barat,2023,Desember
2023-12-16,0.2,24.3,Jawa Barat,2023,Desember
2023-12-17,2.0,24.0,Jawa Barat,2023,Desember
2023-12-18,3.7,24.0,Jawa Barat,2023,Desember
2023-12-19,0.0,24.0,Jawa Barat,2023,Desember
2023-12-20,0.0,23.1,Jawa Barat,2023,Desember
2023-12-21,0.0,23.6,Jawa Barat,2023,Desember
2023-12-22,0.2,23.6,Jawa Barat,2023,Desember
2023-12-23,0.2,24.4,Jawa Barat,2023,Desember
2023-12-24,3.7,24.4,Jawa Barat,2023,Desember
2023-12-25,36.2,22.8,Jawa Barat,2023,Desember
2023-12-26,20.0,23.0,Jawa Barat,2023,Desember
2023-12-27,8.7,22.8,Jawa Barat,2023,Desember
2023-12-28,1.1,24.2,Jawa Barat,2023,Desember
2023-12-29,16.7,23.7,Jawa Barat,2023,Desember
2023-12-30,14.5,23.2,Jawa Barat,2023,Desember
2023-12-31,2.8,23.0,Jawa Barat,2023,Desember
2024-01-01,20.7,23.0,Jawa Barat,2024,Januari
2024-01-02,0.4,23.2,Jawa Barat,2024,Januari
2024-01-03,21.5,22.8,Jawa Barat,2024,Januari
2024-01-04,14.3,22.3,Jawa Barat,2024,Januari
2024-01-05,27.8,23.3,Jawa Barat,2024,Januari
2024-01-06,17.5,23.0,Jawa Barat,2024,Januari
2024-01-07,58.6,22.6,Jawa Barat,2024,Januari
2024-01-08,20.5,23.0,Jawa Barat,2024,Januari
2024-01-09,7.2,23.4,Jawa Barat,2024,Januari
2024-01-10,20.3,23.2,Jawa Barat,2024,Januari
2024-01-11,20.5,23.1,Jawa Barat,2024,Januari
2024-01-12,4.2,23.5,Jawa Barat,2024,Januari
2024-01-13,1.1,22.7,Jawa Barat,2024,Januari
2024-01-14,0.1,23.0,Jawa Barat,2024,Januari
2024-01-15,0.0,23.6,Jawa Barat,2024,Januari
2024-01-16,1.2,23.4,Jawa Barat,2024,Januari
2024-01-17,2.7,22.9,Jawa Barat,2024,Januari
2024-01-18,11.1,23.2,Jawa Barat,2024,Januari
2024-01-19,5.9,22.3,Jawa Barat,2024,Januari
2024-01-20,1.1,23.2,Jawa Barat,2024,Januari
2024-01-21,2.4,22.7,Jawa Barat,2024,Januari
2024-01-22,0.4,23.4,Jawa Barat,2024,Januari
2024-01-23,1.4,23.3,Jawa Barat,2024,Januari
2024-01-24,1.3,23.1,Jawa Barat,2024,Januari
2024-01-25,0.7,23.3,Jawa Barat,2024,Januari
2024-01-26,2.5,23.2,Jawa Barat,2024,Januari
2024-01-27,3.0,23.1,Jawa Barat,2024,Januari
2024-01-28,3.0,23.1,Jawa Barat,2024,Januari
2024-01-29,5.2,23.1,Jawa Barat,2024,Januari
2024-01-30,14.7,22.9,Jawa Barat,2024,Januari
2024-01-31,4.3,22.7,Jawa Barat,2024,Januari
2024-02-01,18.9,22.8,Jawa Barat,2024,Februari
2024-02-02,9.4,23.0,Jawa Barat,2024,Februari
2024-02-03,9.7,22.5,Jawa Barat,2024,Februari
2024-02-04,3.6,22.9,Jawa Barat,2024,Februari
2024-02-05,9.9,22.9,Jawa Barat,2024,Februari
2024-02-06,5.2,22.4,Jawa Barat,2024,Februari
2024-02-07,0.2,22.7,Jawa Barat,2024,Februari
2024-02-08,0.3,23.4,Jawa Barat,2024,Februari
2024-02-09,4.4,23.0,Jawa Barat,2024,Februari
2024-02-10,9.3,22.7,Jawa Barat,2024,Februari
2024-02-11,17.0,22.8,Jawa Barat,2024,Februari
2024-02-12,1.1,23.2,Jawa Barat,2024,Februari
2024-02-13,1.4,23.4,Jawa Barat,2024,Februari
2024-02-14,2.0,23.0,Jawa Barat,2024,Februari
2024-02-15,0.6,23.4,Jawa Barat,2024,Februari
2024-02-16,6.9,22.8,Jawa Barat,2024,Februari
2024-02-17,7.2,22.8,Jawa Barat,2024,Februari
2024-02-18,1.4,23.4,Jawa Barat,2024,Februari
2024-02-19,39.7,23.2,Jawa Barat,2024,Februari
2024-02-20,8.1,23.4,Jawa Barat,2024,Februari
2024-02-21,0.2,23.5,Jawa Barat,2024,Februari
2024-02-22,0.0,23.9,Jawa Barat,2024,Februari
2024-02-23,1.3,24.4,Jawa Barat,2024,Februari
2024-02-24,16.3,23.5,Jawa Barat,2024,Februari
2024-02-25,13.8,23.3,Jawa Barat,2024,Februari
2024-02-26,2.4,24.2,Jawa Barat,2024,Februari
2024-02-27,13.4,23.4,Jawa Barat,2024,Februari
2024-02-28,10.0,22.9,Jawa Barat,2024,Februari
2024-02-29,31.3,23.2,Jawa Barat,2024,Februari
2024-03-01,24.7,23.7,Jawa Barat,2024,Maret
2024-03-02,11.9,23.4,Jawa Barat,2024,Maret
2024-03-03,17.9,23.1,Jawa Barat,2024,Maret
2024-03-04,5.7,23.3,Jawa Barat,2024,Maret
2024-03-05,1.8,23.4,Jawa Barat,2024,Maret
2024-03-06,5.2,23.1,Jawa Barat,2024,Maret
2024-03-07,20.0,23.1,Jawa Barat,2024,Maret
2024-03-08,5.5,23.4,Jawa Barat,2024,Maret
2024-03-09,9.2,22.2,Jawa Barat,2024,Maret
2024-03-10,1.8,22.8,Jawa Barat,2024,Maret
2024-03-11,1.7,23.2,Jawa Barat,2024,Maret
2024-03-12,1.9,23.2,Jawa Barat,2024,Maret
2024-03-13,3.0,22.6,Jawa Barat,2024,Maret
2024-03-14,7.6,22.1,Jawa Barat,2024,Maret
2024-03-15,4.0,22.6,Jawa Barat,2024,Maret
2024-03-16,1.7,22.7,Jawa Barat,2024,Maret
2024-03-17,1.9,23.1,Jawa Barat,2024,Maret
2024-03-18,0.6,23.0,Jawa Barat,2024,Maret
2024-03-19,0.0,22.8,Jawa Barat,2024,Maret
2024-03-20,0.0,22.3,Jawa Barat,2024,Maret
2024-03-21,0.0,22.8,Jawa Barat,2024,Maret
2024-03-22,24.4,22.8,Jawa Barat,2024,Maret
2024-03-23,1.7,23.5,Jawa Barat,2024,Maret
2024-03-24,2.7,24.0,Jawa Barat,2024,Maret
2024-03-25,6.4,22.9,Jawa Barat,2024,Maret
2024-03-26,3.8,23.7,Jawa Barat,2024,Maret
2024-03-27,48.9,22.4,Jawa Barat,2024,Maret
2024-03-28,19.6,22.5,Jawa Barat,2024,Maret
2024-03-29,15.1,22.5,Jawa Barat,2024,Maret
2024-03-30,8.0,23.4,Jawa Barat,2024,Maret
2024-03-31,0.5,24.1,Jawa Barat,2024,Maret
2024-04-01,1.6,23.5,Jawa Barat,2024,April
2024-04-02,9.6,23.6,Jawa Barat,2024,April
2024-04-03,5.2,23.5,Jawa Barat,2024,April
2024-04-04,9.2,23.1,Jawa Barat,2024,April
2024-04-05,14.7,23.5,Jawa Barat,2024,April
2024-04-06,0.6,23.6,Jawa Barat,2024,April
2024-04-07,0.0,24.2,Jawa Barat,2024,April
2024-04-08,0.1,23.8,Jawa Barat,2024,April
2024-04-09,4.0,23.8,Jawa Barat,2024,April
2024-04-10,34.3,23.0,Jawa Barat,2024,April
2024-04-11,23.4,23.1,Jawa Barat,2024,April
2024-04-12,10.0,22.6,Jawa Barat,2024,April
2024-04-13,0.3,24.2,Jawa Barat,2024,April
2024-04-14,14.1,23.1,Jawa Barat,2024,April
2024-04-15,1.0,23.7,Jawa Barat,2024,April
2024-04-16,4.4,23.2,Jawa Barat,2024,April
2024-04-17,2.0,23.2,Jawa Barat,2024,April
2024-04-18,2.0,23.4,Jawa Barat,2024,April
2024-04-19,14.8,23.3,Jawa Barat,2024,April
2024-04-20,11.5,23.3,Jawa Barat,2024,April
2024-04-21,26.7,23.0,Jawa Barat,2024,April
2024-04-22,12.3,23.3,Jawa Barat,2024,April
2024-04-23,22.6,23.1,Jawa Barat,2024,April
2024-04-24,7.9,23.5,Jawa Barat,2024,April
2024-04-25,10.0,23.6,Jawa Barat,2024,April
2024-04-26,15.7,23.7,Jawa Barat,2024,April
2024-04-27,8.7,23.1,Jawa Barat,2024,April
2024-04-28,0.9,23.6,Jawa Barat,2024,April
2024-04-29,0.1,24.5,Jawa Barat,2024,April
2024-04-30,4.7,24.1,Jawa Barat,2024,April
2024-05-01,7.9,23.8,Jawa Barat,2024,Mei
2024-05-02,1.1,24.0,Jawa Barat,2024,Mei
2024-05-03,0.2,24.3,Jawa Barat,2024,Mei
2024-05-04,0.1,23.4,Jawa Barat,2024,Mei
2024-05-05,0.0,23.3,Jawa Barat,2024,Mei
2024-05-06,0.0,23.4,Jawa Barat,2024,Mei
2024-05-07,0.0,23.3,Jawa Barat,2024,Mei
2024-05-08,1.0,23.1,Jawa Barat,2024,Mei
2024-05-09,0.0,23.5,Jawa Barat,2024,Mei
2024-05-10,0.0,24.0,Jawa Barat,2024,Mei
2024-05-11,43.5,23.0,Jawa Barat,2024,Mei
2024-05-12,12.1,23.4,Jawa Barat,2024,Mei
2024-05-13,21.5,23.0,Jawa Barat,2024,Mei
2024-05-14,4.4,23.3,Jawa Barat,2024,Mei
2024-05-15,0.2,24.3,Jawa Barat,2024,Mei
2024-05-16,0.6,24.0,Jawa Barat,2024,Mei
2024-05-17,0.4,23.8,Jawa Barat,2024,Mei
2024-05-18,0.8,23.9,Jawa Barat,2024,Mei
2024-05-19,0.8,23.9,Jawa Barat,2024,Mei
2024-05-20,0.5,23.4,Jawa Barat,2024,Mei
2024-05-21,2.9,23.4,Jawa Barat,2024,Mei
2024-05-22,4.1,23.3,Jawa Barat,2024,Mei
2024-05-23,56.3,23.3,Jawa Barat,2024,Mei
2024-05-24,48.1,23.2,Jawa Barat,2024,Mei
2024-05-25,11.4,22.4,Jawa Barat,2024,Mei
2024-05-26,0.0,23.9,Jawa Barat,2024,Mei
2024-05-27,0.0,23.7,Jawa Barat,2024,Mei
2024-05-28,0.0,23.6,Jawa Barat,2024,Mei
2024-05-29,0.0,23.5,Jawa Barat,2024,Mei
2024-05-30,0.0,23.8,Jawa Barat,2024,Mei
2024-05-31,0.6,23.6,Jawa Barat,2024,Mei
2024-06-01,2.8,23.1,Jawa Barat,2024,Juni
2024-06-02,1.7,23.1,Jawa Barat,2024,Juni
2024-06-03,1.8,23.0,Jawa Barat,2024,Juni
2024-06-04,0.0,23.3,Jawa Barat,2024,Juni
2024-06-05,0.0,23.3,Jawa Barat,2024,Juni
2024-06-06,0.0,23.0,Jawa Barat,2024,Juni
2024-06-07,2.4,22.9,Jawa Barat,2024,Juni
2024-06-08,0.5,22.8,Jawa Barat,2024,Juni
2024-06-09,11.6,22.5,Jawa Barat,2024,Juni
2024-06-10,0.9,23.6,Jawa Barat,2024,Juni
2024-06-11,3.1,22.1,Jawa Barat,2024,Juni
2024-06-12,12.2,22.3,Jawa Barat,2024,Juni
2024-06-13,3.2,22.5,Jawa Barat,2024,Juni
2024-06-14,0.8,23.2,Jawa Barat,2024,Juni
2024-06-15,1.0,22.6,Jawa Barat,2024,Juni
2024-06-16,0.2,22.9,Jawa Barat,2024,Juni
2024-06-17,0.0,22.8,Jawa Barat,2024,Juni
2024-06-18,5.2,21.9,Jawa Barat,2024,Juni
2024-06-19,0.0,22.8,Jawa Barat,2024,Juni
2024-06-20,0.0,22.0,Jawa Barat,2024,Juni
2024-06-21,0.0,22.3,Jawa Barat,2024,Juni
2024-06-22,0.0,21.2,Jawa Barat,2024,Juni
2024-06-23,0.0,21.7,Jawa Barat,2024,Juni
2024-06-24,6.9,21.9,Jawa Barat,2024,Juni
2024-06-25,4.2,22.5,Jawa Barat,2024,Juni
2024-06-26,4.3,23.3,Jawa Barat,2024,Juni
2024-06-27,2.2,22.8,Jawa Barat,2024,Juni
2024-06-28,16.0,22.9,Jawa Barat,2024,Juni
2024-06-29,6.0,22.3,Jawa Barat,2024,Juni
2024-06-30,0.3,23.5,Jawa Barat,2024,Juni
2024-07-01,1.9,22.6,Jawa Barat,2024,Juli
2024-07-02,10.3,22.5,Jawa Barat,2024,Juli
2024-07-03,0.0,22.6,Jawa Barat,2024,Juli
2024-07-04,33.5,21.3,Jawa Barat,2024,Juli
2024-07-05,12.3,23.1,Jawa Barat,2024,Juli
2024-07-06,2.6,22.4,Jawa Barat,2024,Juli
2024-07-07,1.9,22.3,Jawa Barat,2024,Juli
2024-07-08,0.9,22.7,Jawa Barat,2024,Juli
2024-07-09,0.0,22.8,Jawa Barat,2024,Juli
2024-07-10,0.1,23.0,Jawa Barat,2024,Juli
2024-07-11,0.0,21.3,Jawa Barat,2024,Juli
2024-07-12,0.0,20.6,Jawa Barat,2024,Juli
2024-07-13,0.0,20.3,Jawa Barat,2024,Juli
2024-07-14,0.0,19.9,Jawa Barat,2024,Juli
2024-07-15,0.0,19.8,Jawa Barat,2024,Juli
2024-07-16,0.0,20.8,Jawa Barat,2024,Juli
2024-07-17,2.2,21.9,Jawa Barat,2024,Juli
2024-07-18,0.0,22.4,Jawa Barat,2024,Juli
2024-07-19,0.0,22.1,Jawa Barat,2024,Juli
2024-07-20,0.0,21.4,Jawa Barat,2024,Juli
2024-07-21,0.0,22.1,Jawa Barat,2024,Juli
2024-07-22,0.0,21.9,Jawa Barat,2024,Juli
2024-07-23,0.0,22.3,Jawa Barat,2024,Juli
2024-07-24,1.3,23.1,Jawa Barat,2024,Juli
2024-07-25,1.1,22.5,Jawa Barat,2024,Juli
2024-07-26,0.0,23.0,Jawa Barat,2024,Juli
2024-07-27,0.0,22.5,Jawa Barat,2024,Juli
2024-07-28,0.0,22.8,Jawa Barat,2024,Juli
2024-07-29,0.2,22.3,Jawa Barat,2024,Juli
2024-07-30,0.8,22.6,Jawa Barat,2024,Juli
2024-07-31,0.5,23.4,Jawa Barat,2024,Juli
2024-08-01,4.5,22.3,Jawa Barat,2024,Agustus
2024-08-02,18.7,22.2,Jawa Barat,2024,Agustus
2024-08-03,3.7,22.3,Jawa Barat,2024,Agustus
2024-08-04,0.0,22.7,Jawa Barat,2024,Agustus
2024-08-05,0.0,22.9,Jawa Barat,2024,Agustus
2024-08-06,0.0,22.6,Jawa Barat,2024,Agustus
2024-08-07,0.0,22.6,Jawa Barat,2024,Agustus
2024-08-08,2.2,22.9,Jawa Barat,2024,Agustus
2024-08-09,0.0,23.9,Jawa Barat,2024,Agustus
2024-08-10,0.0,23.7,Jawa Barat,2024,Agustus
2024-08-11,0.0,23.3,Jawa Barat,2024,Agustus
2024-08-12,0.0,22.2,Jawa Barat,2024,Agustus
2024-08-13,0.0,22.9,Jawa Barat,2024,Agustus
2024-08-14,0.0,22.8,Jawa Barat,2024,Agustus
2024-08-15,0.0,23.0,Jawa Barat,2024,Agustus
2024-08-16,0.0,23.1,Jawa Barat,2024,Agustus
2024-08-17,0.4,23.7,Jawa Barat,2024,Agustus
2024-08-18,0.0,24.5,Jawa Barat,2024,Agustus
2024-08-19,0.0,24.3,Jawa Barat,2024,Agustus
2024-08-20,0.0,23.8,Jawa Barat,2024,Agustus
2024-08-21,0.0,24.4,Jawa Barat,2024,Agustus
2024-08-22,0.4,24.4,Jawa Barat,2024,Agustus
2024-08-23,0.2,24.0,Jawa Barat,2024,Agustus
2024-08-24,0.0,23.2,Jawa Barat,2024,Agustus
2024-08-25,0.0,23.2,Jawa Barat,2024,Agustus
2024-08-26,0.0,23.7,Jawa Barat,2024,Agustus
2024-08-27,0.0,23.1,Jawa Barat,2024,Agustus
2024-08-28,0.0,23.2,Jawa Barat,2024,Agustus
2024-08-29,0.8,23.3,Jawa Barat,2024,Agustus
2024-08-30,0.0,23.7,Jawa Barat,2024,Agustus
2024-08-31,1.1,24.1,Jawa Barat,2024,Agustus
2024-09-01,1.4,24.5,Jawa Barat,2024,September
2024-09-02,0.0,25.1,Jawa Barat,2024,September
2024-09-03,0.0,24.3,Jawa Barat,2024,September
2024-09-04,0.0,24.4,Jawa Barat,2024,September
2024-09-05,3.2,23.2,Jawa Barat,2024,September
2024-09-06,0.0,24.7,Jawa Barat,2024,September
2024-09-07,0.0,23.8,Jawa Barat,2024,September
2024-09-08,5.1,24.1,Jawa Barat,2024,September
2024-09-09,26.0,22.9,Jawa Barat,2024,September
2024-09-10,35.1,22.2,Jawa Barat,2024,September
2024-09-11,11.1,23.1,Jawa Barat,2024,September
2024-09-12,0.1,23.3,Jawa Barat,2024,September
2024-09-13,0.0,21.9,Jawa Barat,2024,September
2024-09-14,0.0,21.4,Jawa Barat,2024,September
2024-09-15,0.0,21.9,Jawa Barat,2024,September
2024-09-16,0.0,21.8,Jawa Barat,2024,September
2024-09-17,0.0,21.9,Jawa Barat,2024,September
2024-09-18,0.0,21.6,Jawa Barat,2024,September
2024-09-19,0.0,21.8,Jawa Barat,2024,September
2024-09-20,0.0,22.7,Jawa Barat,2024,September
2024-09-21,0.0,24.4,Jawa Barat,2024,September
2024-09-22,0.6,24.4,Jawa Barat,2024,September
2024-09-23,16.2,23.8,Jawa Barat,2024,September
2024-09-24,17.5,22.3,Jawa Barat,2024,September
2024-09-25,8.4,22.9,Jawa Barat,2024,September
